number,theme,subtheme,year,set_name,minifigs,pieces,price,value_new,value_used,launch_date,eol_date,category,numeric_data_nan,price_unadjusted,value_change_per
2141-1,HERO Factory,Ordeal of Fire,2011,Surge 2.0,,30.0,9.62609515256332,33.7,9.47,2011-01-01,2011-12-31,set,False,7.99,2.5009003615579344
2142-1,HERO Factory,Ordeal of Fire,2011,Breez 2.0,,29.0,9.62609515256332,30.57,7.85,2011-01-01,2011-12-31,set,False,7.99,2.1757425534963217
2112-1,Ninjago,Spinners,2011,Cole,1.0,19.0,12.03563086033887,29.99,5.0,2011-01-01,2011-04-30,set,False,9.99,1.4917680134928641
2183-1,HERO Factory,Savage Planet,2011,Stringer 3.0,,30.0,9.62609515256332,19.95,8.95,2011-01-07,2012-07-31,set,False,7.99,1.0724914603288065
7188-1,Castle,Kingdoms,2011,King's Carriage Ambush,4.0,286.0,48.17866647697211,82.85,58.96,2011-01-06,2011-12-31,set,False,39.99,0.7196407883061623
2145-1,HERO Factory,Savage Planet,2011,Stormer 3.0,,31.0,9.62609515256332,28.99,10.24,2011-01-07,2012-07-31,set,False,7.99,2.011605385209629
4641-1,City,Harbour,2011,Speedboat,1.0,34.0,6.011791590899996,9.0,3.37,2011-01-06,2012-12-31,set,False,4.99,0.4970578843124289
2509-1,Ninjago,Pilot Season,2011,Earth Dragon Defense,2.0,227.0,42.15482720753324,208.99,84.39,2011-01-06,2011-12-31,set,False,34.99,3.957676589945852
2508-1,Ninjago,Pilot Season,2011,Blacksmith Shop,2.0,189.0,24.083309399216617,55.52,23.98,2011-01-06,2011-12-31,set,False,19.99,1.305331010770719
2507-1,Ninjago,Pilot Season,2011,Fire Temple,7.0,1174.0,144.56009478799407,244.43,134.25,2011-01-06,2012-12-31,set,False,119.99,0.6908538996081252
2506-1,Ninjago,Pilot Season,2011,Skull Truck,4.0,515.0,72.2740235547276,112.12,39.08,2011-01-06,2012-12-31,set,False,59.99,0.5513180875435845
10231-1,Creator Expert,Space,2011,Shuttle Expedition,3.0,1230.0,120.4647377102386,609.94,322.6,2011-01-05,2012-12-31,set,False,99.99,4.063224405693947
4195-1,Pirates of the Caribbean,On Stranger Tides,2011,Queen Anne's Revenge,10.0,1097.0,144.56009478799407,756.37,347.56,2011-01-05,2012-12-31,set,False,119.99,4.2322184840101365
10218-1,Creator Expert,Modular Buildings Collection,2011,Pet Shop,4.0,2032.0,180.70313040462733,246.01,223.38,2011-01-06,2016-12-31,set,False,149.99,0.36140419620367753
4194-1,Pirates of the Caribbean,On Stranger Tides,2011,Whitecap Bay,6.0,745.0,96.3693806324831,176.04,106.77,2011-01-05,2012-12-31,set,False,79.99,0.8267212972069514
2521-1,Ninjago,Pilot Season,2011,Lightning Dragon Battle,4.0,645.0,96.3693806324831,249.89,172.01,2011-01-06,2011-12-31,set,False,79.99,1.5930435410079815
6137-1,Duplo,,2011,My First LEGO® DUPLO® Supermarket,2.0,38.0,24.083309399216617,20.0,15.0,2011-01-06,2013-12-31,set,False,19.99,-0.16954934770507243
6918-1,Castle,Kingdoms,2011,Blacksmith Attack,2.0,104.0,12.03563086033887,57.83,36.32,2011-01-06,2011-12-31,set,False,9.99,3.8048997739343893
8638-1,Cars,Cars 2,2011,Spy Jet Escape,6.0,339.0,60.226345015849866,49.0,40.0,2011-01-06,2011-12-31,set,False,49.99,-0.18640256208301217
8081-1,Technic,,2011,Extreme Cruiser,,590.0,72.2740235547276,183.72,76.29,2011-01-06,2012-12-31,set,False,59.99,1.5419921427355274
6138-1,Duplo,,2011,My First Fire Station,2.0,60.0,36.130987938094364,29.55,27.5,2011-01-06,2014-12-31,set,False,29.99,-0.18214248526417293
7965-1,Star Wars,Episode IV,2011,Millennium Falcon,6.0,1254.0,168.6554518657496,226.84,126.71,2011-01-06,2014-12-31,set,False,139.99,0.3449906154268024
7964-1,Star Wars,The Clone Wars,2011,Republic Frigate,5.0,1015.0,144.56009478799407,404.37,227.51,2011-01-06,2012-12-31,set,False,119.99,1.797244983776695
2172-1,Ninjago,Spinners,2011,Nya,1.0,21.0,12.03563086033887,22.66,4.94,2011-01-04,2011-07-31,set,False,9.99,0.8827430205317874
7049-1,Space,Alien Conquest,2011,Alien Striker,2.0,42.0,6.011791590899996,10.17,5.08,2011-01-06,2011-12-31,set,False,4.99,0.6916754092730447
7050-1,Space,Alien Conquest,2011,Alien Defender,2.0,105.0,12.03563086033887,16.85,7.56,2011-01-06,2012-07-31,set,False,9.99,0.40000970414654113
7051-1,Space,Alien Conquest,2011,Tripod Invader,2.0,166.0,24.083309399216617,69.9,29.93,2011-01-06,2012-07-31,set,False,19.99,1.902425029770772
7052-1,Space,Alien Conquest,2011,UFO Abduction,3.0,211.0,36.130987938094364,67.22,31.65,2011-01-06,2012-07-31,set,False,29.99,0.860452864316152
7065-1,Space,Alien Conquest,2011,Alien Mothership,2.0,416.0,72.2740235547276,76.89,44.59,2011-01-06,2012-07-31,set,False,59.99,0.06386771094564934
6053-1,Bricks and More,,2011,My First LEGO Town,2.0,704.0,77.65913373274724,45.73,49.0,2011-01-06,2012-12-31,set,False,64.45983222588644,-0.4111446033202839
7066-1,Space,Alien Conquest,2011,Earth Defense HQ,5.0,879.0,108.41705917136085,139.98,88.43,2011-01-06,2011-12-31,set,False,89.99,0.29112522577052824
7959-1,Star Wars,The Clone Wars,2011,Geonosian Starfighter,3.0,155.0,36.130987938094364,81.35,51.32,2011-01-06,2012-12-31,set,False,29.99,1.2515299094334866
7189-1,Castle,Kingdoms,2011,Mill Village Raid,6.0,663.0,84.32170209360534,320.76,314.24,2011-01-06,2011-12-31,set,False,69.99,2.8040029083369906
7956-1,Star Wars,Episode VI,2011,Ewok Attack,3.0,166.0,30.107148668655487,58.56,30.07,2011-01-06,2012-12-31,set,False,24.99,0.9450530053338043
7957-1,Star Wars,The Clone Wars,2011,Sith Nightspeeder,3.0,214.0,30.107148668655487,73.36,29.28,2011-01-06,2012-12-31,set,False,24.99,1.4366306091408452
7961-1,Star Wars,Episode I,2011,Darth Maul's Sith Infiltrator,4.0,479.0,84.32170209360534,108.2,54.14,2011-01-06,2012-12-31,set,False,69.99,0.28318092867583977
7962-1,Star Wars,Episode I,2011,Anakin Skywalker and Sebulba's Podracers,5.0,810.0,108.41705917136085,142.51,89.72,2011-01-06,2012-12-31,set,False,89.99,0.31446103675209297
7187-1,Castle,Kingdoms,2011,Escape from the Dragon's Prison,4.0,185.0,24.083309399216617,144.04,83.12,2011-01-06,2011-12-31,set,False,19.99,4.980905597828068
4642-1,City,Harbour,2011,Fishing Boat,2.0,64.0,24.083309399216617,42.98,11.18,2011-01-06,2012-12-31,set,False,19.99,0.7846384517817993
4644-1,City,Harbour,2011,Marina,5.0,294.0,60.226345015849866,54.2,31.56,2011-01-06,2012-12-31,set,False,49.99,-0.10006160948773996
4645-1,City,Harbour,2011,Harbour,4.0,551.0,108.41705917136085,199.73,94.95,2011-01-06,2012-12-31,set,False,89.99,0.8422377578450322
21008-1,Architecture,Landmark Series,2011,Burj Khalifa,,208.0,30.107148668655487,89.41,30.89,2011-01-06,2013-12-31,set,False,24.99,1.9697265916478046
7553-1,City,Seasonal,2011,City Advent Calendar,6.0,232.0,42.15482720753324,31.04,26.8,2011-01-09,2011-12-31,set,False,34.99,-0.2636667718459293
7958-1,Star Wars,Seasonal,2011,Star Wars Advent Calendar,9.0,266.0,48.17866647697211,52.79,36.78,2011-01-09,2011-12-31,set,False,39.99,0.095713183037807
10221-1,Star Wars,Ultimate Collector Series,2011,Super Star Destroyer ,5.0,3152.0,481.895093876571,1005.9,706.47,2011-01-09,2014-12-31,set,False,399.99,1.087383774564104
21010-1,Architecture,Architect Series,2011,Robie House,,2276.0,240.94152309901608,615.93,357.92,2011-01-09,2013-12-31,set,False,199.99,1.5563464199854027
21011-1,Architecture,Landmark Series,2011,Brandenburg Gate,,363.0,42.15482720753324,89.68,45.39,2011-01-09,2015-12-31,set,False,34.99,1.1273957442286424
6130-1,Duplo,,2011,DUPLO Build and Play,1.0,100.0,77.65913373274724,33.38,,2011-01-09,2011-12-31,set,False,64.45983222588644,-0.5701729031014886
30029-1,Creator,Promotional,2011,Pudsey Bear,,95.0,7.578349229836276,13.32,4.1,2011-01-09,2012-12-31,set,False,6.290298338705679,0.7576387147162086
3816-1,SpongeBob SquarePants,,2011,Glove World,4.0,169.0,24.083309399216617,80.47,25.79,2011-01-08,2013-12-31,set,False,19.99,2.3413181995086414
3815-1,SpongeBob SquarePants,,2011,Heroic Heroes of the Deep,3.0,95.0,18.059470129777743,49.38,26.12,2011-01-08,2013-12-31,set,False,14.99,1.7342994919091637
3677-1,City,Trains,2011,Red Cargo Train,4.0,831.0,192.7508089435051,331.3,232.24,2011-01-08,2012-12-31,set,False,159.99,0.718799530937914
2143-1,HERO Factory,Savage Planet,2011,Rocka 3.0,,30.0,9.62609515256332,23.99,7.89,2011-01-07,2012-07-31,set,False,7.99,1.4921839665808554
2144-1,HERO Factory,Savage Planet,2011,Nex 3.0,,29.0,9.62609515256332,28.99,7.9,2011-01-07,2012-07-31,set,False,7.99,2.011605385209629
4192-1,Pirates of the Caribbean,On Stranger Tides,2011,Fountain of Youth,4.0,128.0,24.083309399216617,86.91,40.29,2011-01-05,2012-12-31,set,False,19.99,2.6087233095476074
2182-1,HERO Factory,Savage Planet,2011,Bulk 3.0,,30.0,9.62609515256332,32.99,16.09,2011-01-07,2012-07-31,set,False,7.99,2.4271425201126484
8110-1,Technic,,2011,Mercedes-Benz Unimog U 400,,2048.0,240.94152309901608,299.02,201.98,2011-01-08,2013-12-31,set,False,199.99,0.2410480192619861
8071-1,Technic,,2011,Bucket Truck,,593.0,60.226345015849866,89.51,38.0,2011-01-08,2012-12-31,set,False,49.99,0.4862266666928487
5695-1,Duplo,,2011,Doctor's Clinic,3.0,56.0,72.2740235547276,125.0,70.9,2011-01-06,2013-07-31,set,False,59.99,0.7295287276395651
5770-1,Creator,3 in 1,2011,Lighthouse Island,1.0,518.0,48.17866647697211,88.01,48.8,2011-01-06,2012-12-31,set,False,39.99,0.826742133721489
5771-1,Creator,3 in 1,2011,Hillside House,1.0,714.0,84.32170209360534,106.49,74.4,2011-01-06,2012-12-31,set,False,69.99,0.26290145189177605
5795-1,Duplo,,2011,Big City Hospital,5.0,111.0,108.41705917136085,147.7,115.01,2011-01-06,2013-12-31,set,False,89.99,0.36233173200676533
6052-1,Duplo,,2011,My First LEGO DUPLO Vehicle Set,2.0,90.0,77.65913373274724,46.51,,2011-01-06,2012-12-31,set,False,64.45983222588644,-0.4011007107025235
8639-1,Cars,Cars 2,2011,Big Bentley Bust Out,6.0,743.0,84.32170209360534,60.0,46.92,2011-01-06,2011-12-31,set,False,69.99,-0.2884394110854863
8109-1,Technic,,2011,Flatbed Truck,,1115.0,120.4647377102386,328.04,120.69,2011-01-08,2012-12-31,set,False,99.99,1.7231205266810548
3857-1,Games,Heroica,2011,Draida Bay,8.0,101.0,18.059470129777743,16.89,,2011-01-08,2012-12-31,set,False,14.99,-0.0647566136422484
5767-1,Creator,3 in 1,2011,Cool Cruiser,,621.0,48.17866647697211,45.82,19.89,2011-01-09,2012-12-18,set,False,39.99,-0.04895665757165528
3859-1,Games,Heroica,2011,Caverns of Nathuz,7.0,217.0,24.083309399216617,30.0,29.0,2011-01-08,2012-07-31,set,False,19.99,0.2456759784423914
3860-1,Games,Heroica,2011,Castle Fortaan,15.0,304.0,36.130987938094364,41.92,30.0,2011-01-08,2013-12-31,set,False,29.99,0.16022291092134924
7877-1,Star Wars,Episode I,2011,Naboo Starfighter,6.0,318.0,60.226345015849866,81.95,46.36,2011-01-08,2012-12-31,set,False,49.99,0.3607002048427991
7879-1,Star Wars,Episode V,2011,Hoth Echo Base,8.0,773.0,108.41705917136085,165.5,115.26,2011-01-08,2013-12-31,set,False,89.99,0.5265125365410946
20200-1,Master Builder Academy,,2011,Space Designer,1.0,178.0,36.130987938094364,27.5,43.56,2011-01-06,2013-07-31,set,False,29.99,-0.2388804854404317
2173-1,Ninjago,Spinners,2011,Nuckal,1.0,26.0,12.03563086033887,23.44,5.9,2011-01-04,2011-07-31,set,False,9.99,0.9475505914062269
21009-1,Architecture,Architect Series,2011,Farnsworth House,,546.0,72.2740235547276,281.13,148.12,2011-01-04,2014-07-31,set,False,59.99,2.8897792896104875
5819-1,Duplo,Cars,2011,Tokyo Racing,2.0,45.0,36.130987938094364,71.2,24.74,2011-05-16,2012-12-31,set,False,29.99,0.9706076158778641
4867-1,Harry Potter,Deathly Hallows,2011,Hogwarts,7.0,466.0,60.226345015849866,142.0,58.35,2011-06-15,2012-12-31,set,False,49.99,1.3577721670247405
4866-1,Harry Potter,Prisoner of Azkaban,2011,The Knight Bus,3.0,281.0,42.15482720753324,94.63,42.3,2011-06-15,2012-12-31,set,False,34.99,1.2448200186926452
4865-1,Harry Potter,Deathly Hallows,2011,The Forbidden Forest,4.0,64.0,14.44516656811442,54.98,23.14,2011-06-15,2012-12-31,set,False,11.99,2.806117412405632
3300001-1,Promotional,LEGO brand stores,2011,Brickley,,197.0,18.059470129777743,35.0,23.47,2011-04-15,2012-01-06,set,False,14.99,0.9380413571652637
4184-1,Pirates of the Caribbean,Miscellaneous,2011,The Black Pearl,6.0,804.0,120.4647377102386,808.92,456.13,2011-01-11,2012-12-31,set,False,99.99,5.714994075243379
10222-1,Creator Expert,Winter Village,2011,Winter Village Post Office,7.0,822.0,84.32170209360534,457.59,275.04,2011-01-10,2012-12-31,set,False,69.99,4.426716831356539
10220-1,Creator Expert,Vehicles,2011,Volkswagen T1 Camper Van,,1334.0,144.56009478799407,138.52,101.16,2011-01-10,2012-12-31,set,False,119.99,-0.041782587351317256
5828-1,Duplo,Cars,2011,Big Bentley,3.0,67.0,48.17866647697211,46.59,45.0,2011-05-16,2012-12-31,set,False,39.99,-0.032974480058127816
5829-1,Duplo,Cars,2011,The Pit Stop,4.0,52.0,60.226345015849866,67.21,57.22,2011-05-16,2013-12-31,set,False,49.99,0.11595681229389278
8200-1,Cars,Original Film,2011,Radiator Springs Lightning McQueen,1.0,35.0,8.421327298675546,22.98,7.71,2011-05-16,2012-12-31,set,False,6.99,1.7287859959574485
8201-1,Cars,Original Film,2011,Radiator Springs Classic Mater,,52.0,8.421327298675546,18.99,5.94,2011-05-16,2012-12-31,set,False,6.99,1.2549889496619644
8484-1,Cars,Cars 2,2011,Ultimate Build Lightning McQueen,,242.0,36.130987938094364,110.9,41.43,2011-05-16,2011-12-31,set,False,29.99,2.0693874241693138
8486-1,Cars,Original Film,2011,Mack's Team Truck,,374.0,48.17866647697211,149.98,80.72,2011-05-16,2012-12-31,set,False,39.99,2.112996082440051
8487-1,Cars,Original Film,2011,Flo's V8 Cafe,6.0,517.0,72.2740235547276,126.12,91.97,2011-05-16,2012-12-31,set,False,59.99,0.7450253050392157
8677-1,Cars,Cars 2,2011,Ultimate Build Mater,,288.0,36.130987938094364,63.76,38.69,2011-05-16,2011-12-31,set,False,29.99,0.7646901908479299
8679-1,Cars,Cars 2,2011,Tokyo International Circuit,,842.0,108.41705917136085,95.75,56.5,2011-05-16,2012-12-31,set,False,89.99,-0.11683640257516727
10219-1,Creator Expert,Trains,2011,Maersk Train,3.0,1234.0,144.56009478799407,460.72,316.6,2011-01-04,2012-12-31,set,False,119.99,2.1870482699646336
8426-1,Cars,Cars 2,2011,Escape at Sea,,159.0,24.083309399216617,26.99,11.58,2011-05-16,2011-12-31,set,False,19.99,0.12069315527200469
8424-1,Cars,Cars 2,2011,Mater's Spy Zone,,114.0,18.059470129777743,21.32,10.29,2011-05-16,2011-12-31,set,False,14.99,0.18054404956466924
8206-1,Cars,Cars 2,2011,Tokyo Pit Stop,1.0,147.0,18.059470129777743,21.82,8.82,2011-05-16,2011-12-31,set,False,14.99,0.2082303546670302
30014-1,City,Police,2011,Police Helicopter,1.0,32.0,6.011791590899996,4.16,2.85,2011-01-01,2011-12-31,set,False,4.99,-0.3080265779178106
4643-1,City,Harbour,2011,Power Boat Transporter,2.0,254.0,48.17866647697211,59.51,16.7,2011-01-06,2011-12-31,set,False,39.99,0.23519400497404608
10217-1,Harry Potter,General,2011,Diagon Alley,12.0,2025.0,180.70313040462733,483.46,346.1,2011-01-01,2012-12-31,set,False,149.99,1.675437879340799
8069-1,Technic,,2011,Backhoe Loader,,609.0,72.2740235547276,116.84,59.2,2011-01-01,2012-12-31,set,False,59.99,0.6166250922992544
8067-1,Technic,,2011,Mini Mobile Crane,,292.0,30.107148668655487,57.26,19.16,2011-01-01,2012-12-31,set,False,24.99,0.9018738914858885
8423-1,Cars,Cars 2,2011,World Grand Prix Racing Rivalry,,136.0,18.059470129777743,34.72,11.46,2011-05-16,2011-12-31,set,False,14.99,0.9225370263079417
30110-1,Harry Potter,Mini Building Set,2011,Trolley,1.0,22.0,6.011791590899996,11.93,7.08,2011-01-04,2011-12-31,set,False,4.99,0.9844333955385863
4181-1,Pirates of the Caribbean,The Curse of the Black Pearl,2011,Isla De Muerta,4.0,152.0,24.083309399216617,99.07,48.54,2011-01-05,2012-12-31,set,False,19.99,3.1136373061429237
4182-1,Pirates of the Caribbean,Dead Man's Chest,2011,The Cannibal Escape,4.0,279.0,36.130987938094364,77.63,44.2,2011-01-05,2012-12-31,set,False,29.99,1.1485711969185195
7913-1,Star Wars,The Clone Wars,2011,Clone Trooper Battle Pack,4.0,85.0,15.649934422002195,58.76,27.45,2011-01-01,2012-12-31,set,False,12.99,2.7546483209149737
7914-1,Star Wars,The Clone Wars,2011,Mandalorian Battle Pack,4.0,68.0,15.649934422002195,45.78,25.04,2011-01-01,2012-12-31,set,False,12.99,1.925251874259488
8068-1,Technic,,2011,Rescue Helicopter,,408.0,48.17866647697211,79.95,22.66,2011-01-01,2012-12-31,set,False,39.99,0.6594481716967735
7915-1,Star Wars,Legends,2011,Imperial V-wing Starfighter,2.0,139.0,24.083309399216617,52.8,21.89,2011-01-01,2012-12-31,set,False,19.99,1.1923897220586088
7930-1,Star Wars,The Clone Wars,2011,Bounty Hunter Assault Gunship,4.0,389.0,60.226345015849866,102.77,52.64,2011-01-01,2012-12-31,set,False,49.99,0.7063960958107925
7931-1,Star Wars,The Clone Wars,2011,T-6 Jedi Shuttle,4.0,389.0,72.2740235547276,158.14,75.28,2011-01-01,2012-12-31,set,False,59.99,1.1880613839113665
7984-1,Atlantis,,2011,Deep Sea Raider,2.0,265.0,36.130987938094364,38.93,22.27,2011-01-01,2011-12-31,set,False,29.99,0.07746846188378159
7985-1,Atlantis,,2011,City of Atlantis,5.0,686.0,84.32170209360534,177.89,130.23,2011-01-01,2011-12-31,set,False,69.99,1.1096585527000473
8065-1,Technic,,2011,Mini Container Truck,,119.0,13.240398714226645,21.62,7.4,2011-01-01,2013-07-31,set,False,10.99,0.6328813404062807
8066-1,Technic,,2011,Off-Roader,,141.0,24.083309399216617,31.92,8.05,2011-01-01,2012-12-31,set,False,19.99,0.32539924106270446
7929-1,Star Wars,Episode I,2011,The Battle of Naboo,12.0,241.0,30.107148668655487,82.56,31.15,2011-01-01,2012-12-31,set,False,24.99,1.742205876372249
8228-1,Racers,,2011,Sting Striker,,82.0,15.649934422002195,12.84,2.26,2011-01-01,2011-12-31,set,False,12.99,-0.17954927773062854
8678-1,Cars,Cars 2,2011,Ultimate Build Francesco,,196.0,36.130987938094364,49.73,22.88,2011-05-16,2011-12-31,set,False,29.99,0.3763808530562665
4526-1,DC Comics Super Heroes,Constraction,2012,Batman,,40.0,17.692667347360263,56.48,12.16,2012-01-01,2012-12-31,set,False,14.99,2.192282932309061
4628-1,Bricks and More,,2012,Fun With Bricks,,600.0,35.39713767493891,58.49,16.13,2012-01-01,2013-12-31,set,False,29.99,0.6523934939917695
4527-1,DC Comics Super Heroes,Constraction,2012,The Joker,,57.0,17.692667347360263,28.87,9.73,2012-01-01,2012-12-31,set,False,14.99,0.6317494379561367
4528-1,DC Comics Super Heroes,Constraction,2012,Green Lantern,,38.0,17.692667347360263,24.73,13.18,2012-01-01,2012-12-31,set,False,14.99,0.39775419468843987
4625-1,Bricks and More,,2012,Pink Brick Box,1.0,224.0,17.692667347360263,31.05,20.0,2012-01-01,2013-12-31,set,False,14.99,0.7549643245077258
4626-1,Bricks and More,,2012,Farm Brick Box,1.0,232.0,17.692667347360263,37.81,12.5,2012-01-01,2013-12-31,set,False,14.99,1.1370435139979747
4627-1,Duplo,,2012,Fun With Bricks,,85.0,35.39713767493891,26.5,,2012-01-01,2013-12-31,set,False,29.99,-0.25135189620820847
4631-1,Duplo,,2012,My First Build,1.0,59.0,29.49564756574603,49.99,,2012-01-01,2013-12-31,set,False,24.99,0.6948263261069927
6200-2,HERO Factory,Breakout,2012,EVO,,36.0,10.610879216328804,41.33,8.36,2012-01-01,2012-12-31,set,False,8.99,2.895058944446219
5888-1,Dino,,2012,Ocean Interceptor,2.0,222.0,41.2986277841318,90.0,44.27,2012-01-01,2012-12-31,set,False,34.99,1.179249162234411
6156-1,Duplo,Zoo,2012,Photo Safari,3.0,67.0,70.80607833009623,112.22,59.85,2012-01-01,2014-12-31,set,False,59.99,0.5848921822337494
4434-1,City,Great Vehicles,2012,Dump Truck,2.0,222.0,23.594157456553148,49.55,26.23,2012-01-01,2012-12-31,set,False,19.99,1.1000961823384694
6157-1,Duplo,Zoo,2012,The Big Zoo,4.0,147.0,106.21501898525352,133.74,116.15,2012-01-01,2013-12-31,set,False,89.99,0.25914396360996694
6168-1,Duplo,Fire,2012,Fire Station,2.0,63.0,74.22570579277311,150.06,47.12,2012-01-01,2014-12-31,set,False,62.88725764121003,1.0216715812571013
6158-1,Duplo,Zoo,2012,Animal Clinic,2.0,62.0,47.20011789332468,47.64,39.37,2012-01-01,2013-12-31,set,False,39.99,0.009319512880655977
6141-1,Duplo,Farm,2012,My First Farm,1.0,62.0,29.49564756574603,60.0,20.0,2012-01-01,2013-12-31,set,False,24.99,1.034198431014594
4635-1,Bricks and More,,2012,Fun With Vehicles,2.0,525.0,35.39713767493891,39.99,18.04,2012-01-01,2013-12-31,set,False,29.99,0.1297523649295753
9674-1,Star Wars,Planet Set,2012,Naboo Starfighter & Naboo,1.0,56.0,11.791177238167382,15.24,8.08,2012-01-01,2012-12-31,set,False,9.99,0.29249180910189115
9464-1,Monster Fighters,,2012,The Vampyre Hearse,3.0,314.0,41.2986277841318,80.0,39.94,2012-01-06,2012-10-31,set,False,34.99,0.9371103664305874
9676-1,Star Wars,Planet Set,2012,TIE Interceptor & Death Star,1.0,65.0,11.791177238167382,32.8,16.95,2012-01-01,2012-12-31,set,False,9.99,1.7817409014791357
9462-1,Monster Fighters,,2012,The Mummy,2.0,90.0,14.151773281844536,29.43,14.16,2012-01-06,2012-12-31,set,False,11.99,1.0795980414522375
6201-1,HERO Factory,Breakout,2012,TOXIC REAPA,,42.0,10.610879216328804,54.95,9.41,2012-01-01,2012-12-31,set,False,8.99,4.178647205354942
9463-1,Monster Fighters,,2012,The Werewolf,2.0,243.0,23.594157456553148,51.16,23.42,2012-01-06,2013-12-31,set,False,19.99,1.1683334144992148
9465-1,Monster Fighters,,2012,The Zombies,4.0,447.0,47.20011789332468,261.24,156.13,2012-01-06,2012-12-31,set,False,39.99,4.534731938390902
9466-1,Monster Fighters,,2012,The Crazy Scientist & His Monster,4.0,430.0,59.00309811171046,73.87,51.91,2012-01-06,2013-12-31,set,False,49.99,0.25196815699646935
9467-1,Monster Fighters,,2012,The Ghost Train,5.0,741.0,94.41203876686775,146.94,101.28,2012-01-06,2013-12-31,set,False,79.99,0.5563693139054
9468-1,Monster Fighters,,2012,Vampyre Castle,7.0,949.0,118.01799920363928,238.78,154.07,2012-01-06,2012-12-31,set,False,99.99,1.023250704225096
6228-1,HERO Factory,Breakout,2012,THORNRAXX,,44.0,15.332071303683112,36.99,9.17,2012-01-01,2012-12-31,set,False,12.99,1.4125898756493627
9469-1,The Lord of the Rings,The Fellowship of the Ring,2012,Gandalf Arrives,2.0,83.0,15.332071303683112,62.18,37.7,2012-01-06,2013-07-31,set,False,12.99,3.055551188642265
9471-1,The Lord of the Rings,The Two Towers,2012,Uruk-Hai Army,6.0,257.0,35.39713767493891,144.27,112.65,2012-01-06,2013-12-31,set,False,29.99,3.0757532805298786
9472-1,The Lord of the Rings,The Fellowship of the Ring,2012,Attack On Weathertop,5.0,430.0,70.80607833009623,147.61,128.62,2012-01-06,2013-07-31,set,False,59.99,1.0847080290458364
9473-1,The Lord of the Rings,The Fellowship of the Ring,2012,The Mines of Moria,9.0,776.0,94.41203876686775,218.98,187.31,2012-01-06,2013-12-31,set,False,79.99,1.3194075973799135
9474-1,The Lord of the Rings,The Two Towers,2012,The Battle of Helm's Deep,8.0,1368.0,153.4269398587966,404.23,333.73,2012-01-06,2013-12-31,set,False,129.99,1.634674199798451
9476-1,The Lord of the Rings,The Fellowship of the Ring,2012,The Orc Forge,4.0,366.0,47.20011789332468,132.63,105.51,2012-01-06,2013-07-31,set,False,39.99,1.809950608592808
9496-1,Star Wars,Episode VI,2012,Desert Skiff,4.0,213.0,29.49564756574603,55.54,38.67,2012-01-06,2014-02-28,set,False,24.99,0.8829896809758424
9497-1,Star Wars,The Old Republic,2012,Republic Striker-class Starfighter,3.0,376.0,53.101608002517565,96.76,54.02,2012-01-06,2013-12-31,set,False,44.99,0.8221670423881058
9470-1,The Lord of the Rings,The Return of the King,2012,Shelob Attacks,3.0,227.0,23.594157456553148,73.14,55.29,2012-01-06,2013-12-31,set,False,19.99,2.099919975302435
6202-1,HERO Factory,Breakout,2012,ROCKA,,55.0,15.332071303683112,36.99,11.74,2012-01-01,2012-12-31,set,False,12.99,1.4125898756493627
9481-1,Cars,Cars 2,2012,Jeff Gorvette,,54.0,8.25028317265165,17.08,8.46,2012-01-01,2012-12-31,set,False,6.99,1.0702319717482456
6216-1,HERO Factory,Breakout,2012,JAWBLADE,,45.0,10.610879216328804,34.99,9.12,2012-01-01,2012-12-31,set,False,8.99,2.2975589757119095
3936-1,Friends,,2012,Emma's Fashion Design Studio,1.0,79.0,11.791177238167382,19.51,9.22,2012-01-01,2012-12-31,set,False,9.99,0.6546269813371325
3942-1,Friends,,2012,Heartlake Dog Show,1.0,183.0,23.594157456553148,43.66,17.34,2012-01-01,2012-12-31,set,False,19.99,0.8504581094025745
4205-1,City,Forest Police,2012,Off-Road Command Centre,3.0,403.0,47.20011789332468,69.3,30.09,2012-01-01,2012-12-31,set,False,39.99,0.4682166717596444
4208-1,City,Forest Fire,2012,Fire Truck,1.0,243.0,23.594157456553148,46.51,15.4,2012-01-01,2012-12-31,set,False,19.99,0.9712507253392979
4209-1,City,Forest Fire,2012,Fire Plane,3.0,522.0,70.80607833009623,60.4,31.63,2012-01-01,2013-12-31,set,False,59.99,-0.146965890153997
4427-1,City,Forest Fire,2012,Fire ATV,1.0,50.0,7.069985150813075,10.65,3.87,2012-01-01,2012-12-31,set,False,5.99,0.5063680860454438
6227-1,HERO Factory,Breakout,2012,BREEZ,,55.0,15.332071303683112,32.99,14.23,2012-01-01,2012-12-31,set,False,12.99,1.151698837460732
3935-1,Friends,,2012,Stephanie's Pet Patrol,1.0,73.0,11.791177238167382,13.33,4.62,2012-01-01,2012-12-31,set,False,9.99,0.13050628709502685
6293-1,HERO Factory,Breakout,2012,Furno,,56.0,15.332071303683112,39.13,11.39,2012-01-01,2012-12-31,set,False,12.99,1.55216658108028
9492-1,Star Wars,Episode IV,2012,TIE Fighter,4.0,413.0,64.90458822090334,94.94,53.62,2012-01-01,2013-12-31,set,False,54.99,0.46276253501325476
9480-1,Cars,Cars 2,2012,Finn McMissile,,52.0,8.25028317265165,17.37,7.39,2012-01-01,2012-12-31,set,False,6.99,1.105382280402051
